通巻	区分	番号	氏名	題名	開始頁	終了頁	備考
213		10	逸木 通隆	尾瀬のナガバノモウセンゴケの花	109		誤りを訂正した：道隆→通隆
213		11	逸木 通隆	庚申山自生地見学会報告	110		誤りを訂正した：道隆→通隆
213		12	柴田 千晶	夢の島熱帯植物館での「食虫植物展」	112		
213	文献紹介	13			112		
213	短信	14			114		
213	交換欄	15			115		
213	会からのお知らせ	16			115		
214		1	田中 桃三	メキシコ旅行記とロス・シスコ周辺の植物園めぐり	1		
214		2	外山 雅寛・田中 亮輔	江別市東野幌湿原の食虫植物調査	3		
214		3	佐直 達夫	北海道頓別原野のナガバノモウセンゴケとヤチコタヌキモの状況について	7		
214		4	片桐 義昭	ムジナモの実生から選抜した新品種「新潟赤」について	9		
214		5	倉田 重夫	ネペンテス・ノート（ⅩⅨ） -巨大ジャイアントウツボカズラ列伝-	11		
214		6	小宮 定志	日本における食虫植物発見の足跡（4）ヒメミミカキグサとムラサキミミカキグサ	14		
214	会誌アーカイブス、第14回	7	オノ イサム	オゼの旅ところどころ	21		209号の会誌アーカイブスが第14回なので、この号は第15回であるが、記載通りにした。
214	文献紹介	8			22		
214	短信	9			23		
214	交換欄	10			25		
214	会からのお知らせ	11			25		
215		1	柴田 千晶	南アフリカ紀行、2010年 -2010年12月、真夏の南アフリカへ-	27		
215		2	佐直 達夫	北海道上サロベツ原野のナガバノモウセンゴケについて	33		
215		3	杉浦 弘真	食虫植物栽培温室	34		
215		4	倉田 重夫	ネペンテス・ノート（ⅩⅩ） -Nepenthes hamiguitanensis について-	37		
215		5	小宮 定志	日本における食虫植物発見の足跡（5）ムジナモ	39		
215		6	小宮 定志	埼玉県におけるムジナモ分布の歴史的考察	45		
215		7	小宮 定志	文献に見る埼玉県産食虫植物の再検討	50		
215	文献紹介	8			54		
215	短信	9			55		
215	交換欄	10			56		
215	会からのお知らせ	11			57		
216		1	三尾 和久	西スマトラBukittinggi（ブキティンギ）周辺のNepenthes -Gn. Tandicat（タンディカット山）、Gn. Singalang（シンガラン山）、Harau Vallay（ハラウ渓谷）-	59		
216		2	佐直 達夫	三重県の自生地と栽培場見学会に参加して	61		
216		3	倉田 重夫	ネペンテス科（属）種一覧（改訂2011.06）	62		
216		4	小宮 定志	日本における食虫植物発見の足跡（6）ミミカキグサとホザキノミミカキグサ	65		
216		5	小宮 定志	天然記念物「成東・東金食虫植物群落」の指定に至るまでと、その後の経緯	72		
216	文献紹介	6			78		
216	短信	7			80		
216	交換欄	8			82		
216	会からのお知らせ	9			83		
217		1	三尾 和久	北ボルネオ（Kalabit Highland）の Nepenthes vogelii を訪ねて（2011夏）	85		
217		2	若林 浩	タイに食虫植物を求めてⅩ -2010.1.Ubon Ratchatani-	87		
217		3	若林 浩	タイに食虫植物を求めてⅩⅠ ＆ マカオに食虫植物を求めてⅧ -2010.3.-	88		
217		4	若林 浩	オーストラリアに食虫植物を求めてⅩⅤ -2010.5.Darwin-	92		
217		5	佐直 達夫	北海道頓別原野におけるナガバノモウセンゴケの株数調査について	96		
217		6	渡邉 弘晴	ドロセラ・エリトロリザの繁殖観察	98		
217		7	伊藤 嘉規	ウツボカズラを加害するアザミウマ	102		
217		8	小宮 定志	日本における食虫植物発見の足跡（7）イシモチソウとイトタヌキモ	102		
217		9	逸木 通隆	神代植物公園での「食虫植物展示会」	109		
217		10	柴田 千晶・河田 規雄・小宮 定志	2011年度 夢の島熱帯植物館での展示パネル	111		
217	文献紹介	11			112		
217	短信	12			114		
217	交換欄	13			115		
217	会からのお知らせ	14			116		
218		1	若林 浩	オーストラリアに食虫植物を求めてⅩⅥ -2010.9.Perth-	1		
218		2	若林 浩	オーストラリアに食虫植物を求めてⅩⅦ -2010.11.Perth-	4		
218		3	若林 浩	タイに食虫植物を求めてⅩⅡ ＆ マカオに食虫植物を求めてⅨ -2010.12.-	6		
218		4	瀬野 純一	フサタヌキモの開花	8		
218		5	佐直 達夫	札幌市立大学の屋上緑化におけるモウセンゴケ	10		
218		6	外山 雅寛	北海道のチビヒメタヌキモについてその後	10		
218		7	外山 雅寛	江別市の食虫植物120年の歴史 -特に19世紀末期から20世紀前半までの歴史	12		
218		8	小宮 定志	〔講演要旨〕羽生市ムジナモ発見90周年記念に当たって	15		
218		9	柴田 千晶	青森県自生地見学会 2011年	17		
218		10	坂本 匡一	青森県自生地見学会に参加して	20		
218	会誌アーカイブス、第15回	11	英 清道	ムジナモの栽培-花を咲かせる迄	22		
218	文献紹介	12			24		
218	短信	13			25		
218	交換欄	14			27		
218	会からのお知らせ	15			27		
219		1	和田 忠興	新マレーシア縦断紀行6日間 ～キャメロン・ハイランドにネペンテス自生～	29		
219		2	中野 忠男	種子から発芽ムジナモの宝蔵寺沼への放流に成功	32		
219		3	佐直 達夫	モウセンゴケ2種の発芽率について	34		
219		4	三野 善弘	不明ネペンテス2題	35		
219		5	外山 雅寛	変なハエジゴク-完全常緑タイプ-について	35		
219		6	伊藤 嘉規	サラセニアの八重咲き	37		
219		7	逸木 通隆	青森県自生地見学会に参加して	39		
219		8	倉田 重夫	ネペンテス探訪日誌（ミンドロ/北ボルネオ・エクスペディション(1967-1968)フィールドノートから）	40		記載通り：エクスペディション
219		9	小宮 定志	（旧）羽生市ムジナモ保存会の活動と天然記念物指定前後	43		
219	文献紹介	10			47		
219	短信	11			49		
219	交換欄	12			50		
219	会からのお知らせ	13			50		
219		14		食虫植物研究会々誌の保存処置について （表）巻・号・発行年月日、対号表	52		
220		1	三尾 和久	インドネシアPapua州Wamena周辺の食虫植物を訪ねて（2012）	55		
220		2	若林 浩	オーストラリアに食虫植物を求めてⅩⅧ -The Kimberly III,2011.4.-	57		誤？：2001.4.
220		3	若林 浩	食虫植物（ドロセラ）の知恵	61		
220		4	外山 雅寛	われ本物の花期見たり ～コタヌキモとヒメタヌキモの花期、30余年にして初めて観察できた真の花期のまとめ～ 第一報	63		
220		5	外山 雅寛	コタヌキモの奇形花について	65		
220		6	佐直 達夫	八丈島見学会に参加して	65		
220		7	相良 順一	八丈島自生地見学会顛末記	65		
220		8	橋本 正光	一正園のサラセニア	68		
220		9	小松原 正	コゲラの会初夏の観察会報告（千葉県方面自然観察会）	68		
220		10	小宮 定志	日本における食虫植物発見の足跡（8）コウシンソウ、ノタヌキモ、ナガバノイシモチソウ	69		
220	文献紹介	11			75		
220	短信	12			77		
220	交換欄	13			78		
220	会からのお知らせ	14			78		
221		1	本多 真	ミシガン州にピンギクラ・ブルガリスを求めて	81		
221		2	田中 桃三	ブルガリアのPinguiculaについて	86		
221		3	深津 康博	大型ウトリクラリア3題	89		
221		4	倉田 重夫	ネペンテス探訪日誌（ミンドロ/北ボルネオ・エキスペディション[1967-1968]のフィールドノートから）‐その2‐	89		
221		5	外山 雅寛	江別市の食虫植物120年の歴史 第2報 -特に20世紀中期から21世紀初期まで-	95		
221		6	外山 雅寛	十勝沖大地震から見た鵡川町汐見湿原のチビヒメタヌキモの生態学的・形態学的な特長	98		
221		7	佐直 達夫	庚申山見学会と男体山	102		
221		8	逸木 通隆	「咲くやこの花館」での食虫植物展	104		誤りを訂正した：道隆→通隆
221		9	柴田 千晶	夢の島熱帯植物館での「食虫植物展」報告	106		
221		10	柴田 千晶・小宮 定志	滋賀県自生地見学会報告	106		
221	文献紹介	11			108		
221	短信	12			109		
221	交換欄	13			111		
221	会からのお知らせ	14			112		
222		1	長澤 亜紀子	香港・マカオの自生地見学会に参加して	1		
222		2	瀬野 純一	香港自生地見学会報告	2		
222		3	倉田 重夫	Nepenthes mirabilis (Lour.) Druce の北限自生地を見る	4		
222		4	三野 善弘	ネペンテス見分書‐Nepenthes vieillardii‐	7		
222		5	岡島 一允	滋賀県自生地観察会の記	10		
222		6	倉田 重夫	ネペンテス探訪日誌（ミンドロ／北ボルネオ・エキスペディション[1967-1968]のフィールドノートから）‐その３‐	12		
222		7	外山 雅寛	2002年6～8月までの北海道内食虫植物調査報告	15		
222		8	外山 雅寛	北海道ムシトリスミレ採集史話	17		
222	文献紹介	9			20		
222	短信	10			22		
222	交換欄	11			23		
222	会からのお知らせ	12			24		
223		1	倉田 薫子	Nepenthes madagascariensis を訪ねて	25		
223		2	三尾 和久	インドネシア・パプア州の Nepenthes maxima について（追記）	27		
223		3	三野 善弘	Nepenthes vieillardii の播種について	27		
223		4	木谷 美咲	石垣島のコモウセンゴケ	28		
223		5	佐直 達夫	ナガバノモウセンゴケの種子数について	28		
223		6	倉田 重夫	ネペンテス探訪日誌（ミンドロ/北ボルネオ・エキスペディション[1967-1968]のフィールドノートから）‐その4‐	30		
223		7	外山 雅寛	追憶～幻の赤いコタヌキモを目撃して早や22年	34		
223	文献紹介	8			35		
223	短信	9			36		
223	交換欄	10			36		
223	会からのお知らせ	11			37		
224		1	三野 善弘	不明ネペンテス(N. reinwardtiana?)続報	39		
224		2	上家 猛	東伊豆細野高原を訪ねて	39		
224		3	佐直 達夫	岡山方面見学会に参加して	42		
224		4	Darren Cullen	Report on the field trip around Okayama Prefecture	43		
224		5	ダーレン クーレン、相良 順一 訳	岡山方面自生地見学会報告	44		
224		6	多田 雅宏	セファロタスを栽培して感じること	45		
224		7	倉田 重夫	ネペンテス探訪日誌（ミンドロ/北ボルネオ・エキスペディション[1967-1968]のフィールドノートから）‐その5‐	46		
224		8	倉田 重夫	ネペンテス・ノート（ⅩⅪ） ‐アトランタ空港のネペンテス	49		
224		9	橋本 正光	6月9日例会の報告	51		
224	文献紹介	10			51		
224	短信	11			54		
224	交換欄	12			54		
224	会からのお知らせ	13			55		
224		14		食虫植物研究会の活動経過、1979年～2006年	56		
225		1	若林 浩	オーストラリアに食虫植物を求めて ⅩⅪ ‐キンバリー＆ダーウイン‐	57		？：ダーウイン→ダーウィン
225		2	佐直 達夫	北海道江別市越後沼におけるモウセンゴケの保全活動について	61		本文に合わせ訂正した。「北海道江別市越後沼におけるモウセンゴケの保全活動について」と「の」が入る。
225		3	倉田 重夫	ネペンテス科（属）種一覧（改訂 2013.08）	64		
225		4	外山 雅寛	朝鮮植物の希少文献1件について	69		
225		5	瀬野 純一	滋賀県東部におけるフサタヌキモの新産地	70		
225		6	三野 善弘	Nepenthes vieillardii 一考	72		
225		7	小野 煕視	近日雑感	73		
225		8	小宮 定志	「夢の島熱帯植物館での展示会」に想う	74		「柴田から一言」あり。
225	文献紹介	9			76		
225	短信	10			76		
225	交換欄	11			77		
225	会からのお知らせ	12			78		
226		1	三尾 和久	ボルネオ Sabah州 Long Pa'Sia周辺の Nepenthes を訪ねて（2013年）	1		
226		2	外山 雅寛	総説 ベンテンコタヌキモ Utricularia x bentensis Komiya	3		
226		3	外山 雅寛	漸く入手できた「北米産サラセニア図譜」	8		漸く→ようやく
226		4	外山 雅寛	われ本物の花期見たり～コタヌキモ・ヒメタヌキモの花期、30余年にして初めて観察できた真の花期のまとめ～第二報	10		
226		5	片桐 義昭	並行複式無機化法による有機養液栽培のムジナモへの応用について	13		本文に合わせ修正した：平行複式無機化法→並行複式無機化法
226		6	倉田 重夫	ネペンテス・ノート（ⅩⅩⅡ）‐Nepenthes rowanae の切手‐	16		
226	アーカイブ情報	7		ムサタタヌキモの顛末記	17		「アーカイブ情報」
226	文献紹介	8			18		［文献紹介］
226	短信	9			20		
226	交換欄	10			20		
226	会からのお知らせ	11			21		
227		1	三野 善弘	ネペンテス見分書‐Nepenthes ampullaria‐	23		
227		2	小松原 正	3年目の正直！ 渡良瀬遊水地ナガバノイシモチソウ	24		
227		3	小松原 正	ムシトリスミレ（レプトセラス）栽培記録	25		
227		4	上家 猛	八幡平の白花ムシトリスミレ	25		
227		5	倉田 重夫	キュー植物園標本館とIPNI（国際植物名インデックス）	27		誤りを訂正した：標本庫→標本館
227		6	小宮 定志	日本産食虫植物の種数と種名の変遷	29		
227		7	小宮 定志	シャクジイタヌキモの顛末記	33		
227	文献紹介	8			38		［文献紹介］
227	短信	9			39		
227	交換欄	10			39		
227	会からのお知らせ	11			40		
228		1	土居 寛文	Nepenthes T.V. にダブルピッチャー	41		
228		2	三尾 和久	Nepenthes maxima について（追記パート２）	41		
228		3	三野 善弘	Nepenthes vieillardii 考‐２	42		
228		4	三野 善弘	Nepenthes clipeata x N. campanulata の近況	44		
228		5	逸木 通隆	初夏の自生地見学会に参加して	44		
228		6	田中 桃三	スリランカ旅行記	45		
228		7	外山 雅寛	新日本食虫植物方言語源考～第1報：モウセンゴケ	47		
228		8	外山 雅寛	新日本食虫植物方言語源考～第2報：コモウセンゴケ・イシモチソウ	51		
228		9	外山 雅寛	新日本食虫植物方言語源考～第3報：ムシトリスミレ・タヌキモ・コタヌキモ	52		
228		10	田中 桃三	食虫植物研究会の法人化について	54		
228		11	田中 桃三	中川治彦さんの思い出	55		
228	文献紹介	12			55		［文献紹介］
228	短信	13			56		
228	交換欄	14			57		
228	会からのお知らせ	15			58		
229		1	三尾 和久	北ボルネオ（Sabah州Gn.Lumaku）の Nepenthes を訪ねて(2014) ～ N. hurrelliana についての考察～	59		
229		2	和田 忠興	尾瀬ハイキングの旅　～モウセンゴケ・ナガバノモウセンゴケ植生を見る～（2013年6月23～25日）	61		
229		3	小宮 定志	宮城県にナガバノモウセンゴケが分布するか？	63		
229		4	小宮 定志	食虫植物の世界は大膨張	64		
229		5	外山 雅寛	新日本食虫植物方言語源考　第4報　～方言系統分類の成果から作成された「全国食虫植物方言分布地図」（その1）	66		
229		6	外山 雅寛	新日本食虫植物方言語源考　第5報　～方言系統分類の成果から作成された「全国食虫植物方言分布地図」（その2）	71		
229		7	外山 雅寛	旧日本領樺太（南サハリン）、特に黒川永世沼の食虫植物調査黎明期における古写真の紹介と食虫植物発見の歴史	74		
229		8	倉田 重夫	兵庫県立フラワーセンター見学会報告	76		
229	文献紹介	9			76		［文献紹介］
229	短信	10			77		
229	交換欄	11			78		
229	会からのお知らせ	12			78		
230		1	アレン ラウリー、高井 功	西オーストラリア北部キンバリー産の食虫植物と考えられる Lindernia cleistandra W.R.Barker についての観察	1		ラウリー≒ローリー
230		2	佐直 達夫	Drosera schizandra の自生地を訪ねて	3		目次の学名が誤り。誤：shizandra→正：schizandra。本文中では正しい。
230		3	中野 忠男	キナバル山（4095m、マレーシア・ボルネオ島サバ州キナバル国立公園、世界遺産）へ登頂	4		
230		4	若林 浩	インドに食虫植物を求めて‐2011.9.Maharashtra～Karnataka‐	7		
230		5	逸木 通隆	咲くやこの花館での「謎解き！？虫を食べる植物展」	11		
230		6	外山 雅寛・姉帯 正樹	イシモチソウの歴史的初出文献について	16		
230		7	外山 雅寛	最北限のホザキノミミカキグサの発見と絶滅の歴史	20		
230		8	倉田 重夫	ネペンテス科（属）種一覧（改訂2014.11.30）	24		
230		9	小宮 定志	現存する日本産ムジナモには2系統が見られる	27		
230	文献紹介	10			28		
230	短信	11			29		
230	交換欄	12			29		
230	会からのお知らせ	13			30		
231		1	田中 桃三	ピレネー山脈の Pinguicula	31		
231		2	三尾 和久	八甲田山のモウセンゴケ（Drosera rotundifolia）の生育環境による形態の変化について	32		
231		3	佐直 達夫	北海道頓別原野におけるヤチコタヌキモの増殖試験について	34		
231		4	倉田 重夫	ネペンテス・ノート（ⅩⅩⅢ）‐N. robcantleyi Cheek と N. truncata Macfarl. （その1）‐	34		
231		5	外山 雅寛	新日本食虫植物方言語源新考 第6報～タヌキモ科の部への方言を有する新追加種ノタヌキモ Utricularia aurea Lour. の方言名と全国食虫植物方言分布地図の報告～	37		
231		6	外山 雅寛	明治末期の新潟県における博物調査と食虫植物の記録	39		
231		7	小宮 定志	食虫植物14科781種への道のりと Sarracenia の8種	43		
231	文献紹介	8			45		
231	短信	9			46		
231	交換欄	10			47		
231	会からのお知らせ	11			47		
232		1	小堀 弘	磐之媛命陵外濠の近況	49		
232		2	三尾 和久	Nepenthes ventricosa の変異と近縁種について	49		
232		3	倉田 重夫	ネペンテス・ノート（ⅩⅩⅣ）‐キナバル山再訪‐	51		
232		4	逸木 通隆	志賀高原自生地見学会に参加して	53		訂正した：道隆→通隆
232		5	柴田 千晶	初夏の見学会：志賀高原 2015年7月4・5日	56		
232		6	小宮 定志	日本における食虫植物発見の足跡 (9)コタヌキモとヒメタヌキモ	57		
232		7	外山 雅寛	新日本食虫植物方言語源考～第7報：偽食虫植物方言語源考	62		
232	文献紹介	8			68		
232	短信	9			69		
232	交換欄	10			70		
232	会からのお知らせ	11			71		
233		1	逸木 通隆	豊橋市自生地見学会に参加して	73		
233		2	小宮 定志	豊橋市自生地見学会に参加して想うこと	75		
233		3	三尾 和久	Nepenthes の袋の大きさについて ‐自生地と栽培下における Nepenthes の袋（pitcher）の大きさの比較‐	77		
233		4	三尾 和久	襟（peristome）の無い Nepenthes（N. lowii, N. inermis）の魅力について	78		
233		5	柴田 千晶	練馬区立牧野記念庭園記念館「企画展 虫も食べちゃう植物」を見学して	80		
233		6	小宮 定志	牧野富太郎先生と食虫植物との関わり	81		
233		7	三野 善弘	近況報告4題‐Ｎ．バービッジアエ、Ｎ．ビエイラルディ、Ｎ．カンパヌラタ、サスマタモウセンゴケ‐	82		
233	文献紹介	8			84		
233	短信	9			85		
233	交換欄	10			87		
233	会からのお知らせ	11			87		
234		1	逸木 通隆	ウトリキュラリア・インフラタの奇妙な器官	1		
234		2	石川 美枝子	Nepenthes villosa と Nepenthes rajah のスケッチ旅行	2		訂正した：Nepentes rajah→Nepenthes rajah
234		3	岡島 一允	奈良市の「ムジナモ」の状況について	4		
234		4	相良 順一	文献解説「ウツボカズラの消化酵素はダイナミックに変化して消化効率を高めている」	5		
234		5	片桐 義昭	ムジナモのキンバリー産とエスぺランス産のことなど	6		
234		6	佐直 達夫	これからのテクノロジーと食虫植物	8		
234	文献紹介	7			9		
234	短信	8			10		
234	交換欄	9			11		
234	会からのお知らせ	10			12		
235		1	瀬野 純一	日本産コモウセンゴケのRAPD解析	13		
235		2	植松 茂	北海道石狩市及び当別町からイヌタヌキモ・モウセンゴケの新分布記録	15		
235		3	倉田 重夫	ネペンテス・ノート（ⅩⅩⅤ）-新生葉の展開パターン（中間報告）-	20		
235		4	三尾 和久	ロゼットを形成する高地性 Nepenthes(N. gymnamphora)の栽培について	22		
235		5	三尾 和久	Nepenthes の緑色の袋(pitcher)をつける品種(green form)を楽しむ	23		
235		6	三尾 和久	熱帯高地性 Utricularia の栽培について	23		
235		7	外山 雅寛	ミカワタヌキモの牧野富太郎による発表とその後の小史～和名の変遷など	24		
235	文献紹介	8			25		
235	短信	9			26		
235	交換欄	10			28		
235	会からのお知らせ	11			29		
236		1	橋本 正光	奄美大島自生地見学記	31		
236		2	逸木 通隆	奄美大島自生地見学会に参加して	34		
236		3	岡島 一允	京都 京丹後市のスミレとモウセンゴケ	37		
236		4	河田 規雄	特定外来生物への新規指定に係わる評価について	38		
236		5	逸木 通隆	環境省の公表した「ナガエモウセンゴケ(Drosera intermedia)に関する情報」の精査	43		
236	文献紹介	6			48		
236	短信	7			49		
236	交換欄	8			50		
236	会からのお知らせ	9			51		
237		1	植松 茂・中神 由美子（写真）	当別町川下産タヌキモ新品種の特徴と自生沼の環境	53		
237		2	柴田 千晶	札幌周辺産タヌキモ類と新出の川下産タヌキモ	53		
237		3	石川 美枝子	ボルネオ・スケッチ旅行 - Trus Madi 登山 -	56		
237		4	佐直 達夫	奄美大島のコモウセンゴケとミカワタヌキモ	59		
237		5	尾花 幸男	ムジナモ、自生地で復活	60		
237		6	逸木 通隆	特定外来生物に指定されたナガエモウセンゴケ	67		
237		7	小宮 定志	同じ年1890年に発見されたムジナモとコウシンソウ逸話	72		
237	文献紹介	8			73		
237	短信	9			74		
237	交換欄	10			75		
237	会からのお知らせ	11			76		
238		1	三尾 和久	Nepenthes edwardsiana の個体差について	1		
238		2	三尾 和久	Nepenthes veitchii の生育形態について	1		
238		3	逸木 通隆	庚申山自生地見学会に参加して	2		
238		4	佐直 達夫	高知市方面のコモウセンゴケとモウセンゴケ	5		
238		5	若林 浩	高知県の食虫植物‐高知県自生地見学会‐	5		
238		6	小宮 定志	19世紀末から20世紀初頭における食虫植物種数と種名の変遷	8		
238		7	小宮 定志	武田久吉博士手書き写本「食蟲植物の概畧」(1898)の紹介、その1	9		
238		8	小宮 定志	武田久吉博士手書き写本「食蟲植物の概畧」(1898)の紹介、その2	10		
238	文献紹介	9			11		
238	短信	10			12		
238	交換欄	11			15		
238	会からのお知らせ	12			16		
239		1	三野 善弘	Drosera neocaledonica について（Nepenthes vieillardii 追記を含む）	17		
239		2	植松 茂、柴田 千晶	北海道石狩市及び当別町産新品種トウベツタヌキモ（仮称） Utricularia x japonica 'Tobetu' （第3報）～自生地域の自然環境・生態・形態～	18		
239		3	植松 茂、柴田 千晶	北海道石狩市及び当別町産新品種トウベツタヌキモ（仮称） Utricularia x japonica 'Tobetu' （第4報）～自生地調査の記録～	19		TobetsuではなくTobetuと記載されている。
239		4	相良 順一	庚申山自生地見学ガイド	21		
239		5	鈴木 廣司	Drosera intermedia が特定外来種に指定後のDrosera類の輸入に関して	26		
239		6	小宮 定志	武田久吉博士手書き写本「食蟲植物の概畧」(1898)の紹介、その3	27		
239		7	小宮 定志	武田久吉博士手書き写本「食蟲植物の概畧」(1898)の紹介、その4－猪篭草の瓶子内に棲息する蜘蛛－	29		
239	文献紹介	8			30		
239	短信	9			31		
239	交換欄	10			31		
239	会からのお知らせ	11			32		
240		1	佐直 達夫	北海道頓別原野のナガバノモウセンゴケとヤチコタヌキモ	35		
240		2	田中 桃三	ヨーロッパと中央アジアの山歩き	35		
240		3	三野 善弘	Nepenthes vieillardii 続報	39		
240		4	伊藤 嘉規	ネペンテス栽培を永く楽しむには	40		
240		5	逸木 通隆	静岡県掛川市周辺自生地見学会に参加して	42		
240		6	柴田 千晶	2017青森下北方面『よぐ来たねしい～』見学会と余録	43		
240		7	多田 雅宏	Roridula 栽培の薦め	45		
240		8	倉田 重夫	ネペンテス・ノート（ⅩⅩⅥ）-新種名の優先権コンペティション（その１）:Nepenthes dentata と N. hamata-	47		
240	短信	9			49		
240	交換欄	10			49		
240	会からのお知らせ	11			50		
241		1	逸木 通隆	奄美大島に自生しているコモウセンゴケはどこからきたのか	53		
241		2	三野 善弘	N. クリペアタ×N. カンパヌラタ	58		
241		3	三野 善弘	マダガスカル産ネペンテスに関する疑問	59		
241		4	三野 善弘	自生地における N. bicalcarata の観察	61		
241		5	佐直 達夫	北海道頓別原野のナガバノモウセンゴケ株数調査	62		
241		6	倉田 重夫	ネペンテス・ノート（ⅩⅩⅦ）-新種名の優先権コンペティション（その２）:Nepenthes eymae と N. infundibuliformis-	63		
241		7	逸木 通隆	青森県八戸市・恐山方面自生地見学会に参加して	64		
241		8	小松原 正	広島三次方面自生地見学会 番外編	68		
241		9	植松 茂	北海道食虫植物展示会	69		
241	文献紹介	10			70		
241	短信	11			70		
241	交換欄	12			71		
241	会からのお知らせ	13			71		
242		1	三野 善弘	ネペンテス見分書2種（バリオにおけるネペンテスの観察）（その1）	1		
242		2	三野 善弘	NHK「ダーウィンが来た」を見ての感想	5		
242		3	相良 順一	理科教育資源としてのモウセンゴケの利用	6		
242		4	倉田 重夫	ネペンテス科（属）種一覧（第7次改訂2017.12）	9		
242		5	三尾 和久	Nepenthes bongso（Gn.Gadut産）の捕虫袋の経時変化について	13		
242		6	三尾 和久	ネペンテスの捕虫袋(pitcher)の襟(peristome)の縞模様(stripe)について	14		
242		7	逸木 通隆	イビセラ・ルテアの発芽率実験	14		
242	文献紹介	8			18		
242	短信	9			18		
242	交換欄	10			18		
242	会からのお知らせ	11			19		
242		12		食虫植物研究会誌68巻（2017年度）1号～4号 筆者索引	21		
243		1	贄 元洋	ナガバノイシモチソウの大規模な植生回復作業について	23		
243		2	三野 善弘	ネペンテス見分書2種（バリオにおけるネペンテスの観察）（その2）	25		
243		3	三尾 和久	スマトラ高地性ネペンテスの栽培について（小型種編）	27		
243		4	佐直 達夫	環境計測ことはじめ	29		
243	短信	5			30		
243	交換欄	6			30		
243	会からのお知らせ	7			31		
244		1	本多 真	ハエトリグサの不思議	37		
244		2	山田 一夫	Heliamphora pulchella の開花	44		
244		3	逸木 通隆	奄美大島自生地見学会に参加して	44		
244		4	倉田 重夫	ネペンテス・ノート（ⅩⅩⅧ）-N. x kinabaluensis の名前	47		
244		5	三野 善弘	ネペンテス近況3題	48		
244	短信	6			50		
244	交換欄	7			50		
244	会からのお知らせ	8			50		
245		1	植松 茂	頓別原野の湿地植物の保護と回復に向けて－自然環境と食虫植物－	53		
245		2	三野 善弘	サラセニア・オレオフィラの夏姿	56		
245		3	本多 真	食虫植物 vs. 肉食動物	59		
245		4	佐直 達夫	人工知能でコモウセンゴケを検出する	59		
245		5	若林 浩	ダーリングトニアの栽培	60		
245	短信	6			61		
245	交換欄	7			61		
245	会からのお知らせ	8			62		
245	編集後記	9			65		
245	付記	10		食虫植物研究会誌　第69巻（2018年度）1～4号　筆者索引	66		
245	付記	11		食虫植物研究会誌　第67巻（2016年度）1～4号　筆者索引	67		
246		1	田中 桃三	インド「デカン高原」観察紀行	1		
246		2	三野 善弘	Nepenthes eymae の同定に関する質問	2		
246		3	倉田 重夫	Nepenthes eymae とは－（真贋の問題）	3		
246		4	三野 善弘	Nepenthes vieillardii の近況	7		
246		5	三尾 和久	スマトラ産ネペンテスの交配、実生苗の栽培報告	7		
246		6	三尾 和久	Nepenthes maxima f. undulata の個体差について	8		
246		7	本多 真	タヌキモの捕虫嚢の謎	9		
246		8	逸木 通隆	「第1回ハエトリグサの“わな”の長さ調査」結果報告	12		
246	交換欄	9			13		
246	会からのお知らせ	10			13		
246	編集後記	11			14		
247		1	植松 茂	食虫植物研究会創立70周年に寄せて	15		
247		2	杉浦 弘真	研究会70周年に寄せて	15		
247		3	本多 真	ロリズラの食虫性	20		
247		4	土居 寛文	ネペンテス・ペルビレイ(Nepenthes pervillei)の実生繁殖について	25		
247		5	三尾 和久	創立70周年にひとこと	27		
247		6	三尾 和久	N. undulatifolia の観察、及び捕虫体の個体差について	27		
247		7	逸木 通隆	「第一回ハエトリグサの“わな”の長さ調査」結果報告（訂正）	28		
247		8	逸木 通隆	「ハエトリグサの“わな”の長さ調査」再実施の件	28		
247		9	逸木 通隆	「第一回食虫植物展示会調査」結果報告	29		
247	短信	10			32		
247	交換欄	11			32		
247	会からのお知らせ	12			33		
247	編集後記	13			34		
248		1	豊倉 和美	父・志方欽二と研究会	35		
248		2	相良 順一	わが青春の食虫植物研究会～昔はみな若かった	37		
248		3	倉田 重夫	創立70周年に思う－会誌編集者の立場から－	39		
248		4	佐直 達夫	会誌の総目次作成について	40		
248		5	本多 真	粘着式の食虫植物たちの違い	41		
248		6	本多 真	花咲くコブラの森	42		
248		7	麻生 雅久	Drosera zigzagia の自生地	46		
248		8	大谷 博行	海外からの食虫植物輸入方法について	48		
248		9	小松原 正	成東・東金方面見学会に参加して	52		
248		10	三野 善弘	幼稚園に行って思ったこと－幼児向け入門書の必要性について	52		
248	会誌アーカイブス、第16回	11	豊田 實	創立10周年記念号に寄せて（会誌22号）	53		
248	交換欄	12			54		
248	会からのお知らせ	13			54		
248	編集後記	14			58		
249		1	成東・東金食虫植物群落を守る会 岩瀬 政広	国指定天然記念物「成東・東金食虫植物群落」-天然記念物指定99年の歩みと今後の課題-	59		
249		2	本多 真	タヌキモ科の進化	69		
249		3	三尾 和久	N. ephippiata と N. lowii を比較してみて	71		
249		4	三野 善弘	N. ビエイラルディイ近況	72		
249		5	三野 善弘	袋の2タイプが同居する N. ビカルカラタ	72		
249		6	石高 和弘	新潟県にオオタヌキモ自生地発見か	73		
249		7	上家 猛	八幡平、シロバナのムシトリスミレ再び	74		
249		8	豊島 正巳	世界の貨幣や切手の食虫植物（その1）	77		
249	文献紹介	9			77		
249	交換欄	10			78		
